author,id,name,rating
Author 9,26146641-d623-4ea1-a09e-968bfb9d8c39,Book 2009,1
Author 10,422b5483-2f3c-4d12-a439-8190e6f29880,Book 2010,3
Author 11,c834fb29-8857-448d-ae33-2beb9252b8dc,Book 2011,3
Author 12,893c10e1-1e64-4260-b1a2-ab3bbbac56f5,Book 2012,2
Author 13,aa7b65ce-a073-41d3-b80a-52cd591050b9,Book 2013,5
Author 14,3be97414-bd60-41ff-92d3-52aead1e5a5f,Book 2014,2
Author 15,0e61d1ab-ae67-4b5d-91c7-e8fe9b4555d7,Book 2015,5
Author 16,cbecbb8c-d14b-4bd6-9114-3c6cef3079e7,Book 2016,4
Author 17,6e7003ec-c748-4c7e-a135-f15912b7f7f6,Book 2017,5
Author 18,22b0b273-92f7-463a-9c79-04fa2e33d37a,Book 2018,1
Author 19,1a6cca18-7be8-41ed-b095-b38b5fb2964c,Book 2019,5
Author 0,576ec51c-fb6a-4958-8660-6eaf68a55ef7,Book 2020,4
Author 1,adab926f-f1de-4c9d-a737-86523601e226,Book 2021,3
Author 2,ed9e3492-cd10-4a2f-9c5b-5a09decdad8f,Book 2022,1
Author 3,155672c7-47d0-4a2d-a633-5b488374fe3f,Book 2023,4
Author 4,f9abd82c-2422-4392-a4b2-65a4add78dd0,Book 2024,2
Author 5,5ad069db-d147-4c70-afe2-2267479b800e,Book 2025,4
Author 6,408a04a1-1735-4611-a0a6-eba7162a2c65,Book 2026,2
Author 7,fa54041b-18f2-4af4-9d9a-f7ebb7b378c4,Book 2027,3
Author 8,9c1f6852-0663-41ce-9f9f-51605e884458,Book 2028,3
Author 9,5cd0489d-acc6-467e-a7d6-1c9cc9ea1bb4,Book 2029,4
Author 10,5defa2f8-afc5-4c48-9bb2-47491d4d643d,Book 2030,3
Author 11,2413b1e2-910e-4829-9abc-c710d21fb23d,Book 2031,4
Author 12,27fbb3ce-bd99-4740-9572-3ca7159a520e,Book 2032,2
Author 13,88540fc3-cc41-4623-9f9f-cb34025c10f5,Book 2033,3
Author 14,d3b5b53c-797f-4e0b-a054-c3bd42e6ab01,Book 2034,3
Author 15,a7902837-f1c6-45d7-8721-519f0758e654,Book 2035,3
Author 16,0b98a25d-2fc9-4b64-bb10-8f2b2d53abe9,Book 2036,4
Author 17,c1efab35-39b8-4b88-afd6-63de49713486,Book 2037,3
Author 18,6c864ed6-017e-4a2e-8992-778a48ad1282,Book 2038,2
Author 19,f86cc5aa-ff67-4c56-ac16-fc58a2618b94,Book 2039,1
Author 0,264b536e-1d86-4d88-9a09-a3952d1e26b9,Book 2040,2
Author 1,6b4a5731-b6d6-4d03-b509-43b7744c8e5a,Book 2041,1
Author 2,11996517-19b0-47e0-90ef-9645e77640bd,Book 2042,3
Author 3,cdd9d049-9246-45f2-949c-f301fe95843d,Book 2043,5
Author 4,c1dea01a-14fa-4b87-b9b2-4f01685557c1,Book 2044,5
Author 5,9e26692d-71e8-4732-8a08-870b70339558,Book 2045,5
Author 6,daeeac41-e223-44a2-9bd8-c1e7b904e94b,Book 2046,3
Author 7,63a642d7-39fc-4c9d-b8ab-978519033b27,Book 2047,1
Author 8,38523aab-6ba7-47e9-97c9-08f3c8b78399,Book 2048,3
Author 9,2adf58d8-e749-41ad-ab7a-8dba910a250b,Book 2049,1
Author 10,b794dc25-6edf-4029-91e2-2e2fccc6eb9c,Book 2050,3
Author 11,0b7dfd28-0b82-4a6b-b2f3-4783438a3729,Book 2051,1
Author 12,151051b7-9ece-4d15-82f7-dbebc5eb8b92,Book 2052,2
Author 13,de3b2c42-1823-46c4-91b1-13f760645aa2,Book 2053,3
Author 14,69e1447f-036e-4e5e-8c19-0e5bab78b816,Book 2054,4
Author 15,12cae5cb-0acc-4e5a-b657-17044686d697,Book 2055,3
Author 16,af910b49-2f3a-412f-8eea-45ea2b48d7db,Book 2056,1
Author 17,d003e203-d010-46e7-a462-faf26024fd58,Book 2057,3
Author 18,8b2bf965-e455-4611-8000-a41ca7eebd4f,Book 2058,5
Author 19,cdf7084e-983b-490d-bfcc-26da45f73eff,Book 2059,3
Author 0,2c75f89b-7e0b-4d66-83bf-5be7deb8428e,Book 2060,5
Author 1,ecc6f6a2-e87f-490a-ab61-0d028628103b,Book 2061,1
Author 2,aaae8e08-59ad-42d4-8742-1580cf122d01,Book 2062,1
Author 3,3e72705d-5456-4efd-b760-a90f7795f405,Book 2063,3
Author 4,f60359bd-8636-43d0-879c-b066ada1ff76,Book 2064,3
Author 5,f1f7896b-6d1d-4e6c-b24a-f2cd616019c4,Book 2065,1
Author 6,0fa293a8-fb02-4417-85ae-824d08a9888d,Book 2066,4
Author 7,bac5417d-14bd-4896-b585-8637e5616e44,Book 2067,2
Author 8,d6958f85-05ea-439b-8843-1ade8907aacf,Book 2068,3
Author 9,15ceb14b-e9ea-45b3-908d-cec357217703,Book 2069,1
Author 10,6b0e1456-a8aa-48db-9370-a95e1b2a3276,Book 2070,4
Author 11,3dbc078a-c833-4bae-9303-76b411268038,Book 2071,1
Author 12,55133518-7bb9-447d-b4f7-d52cabbe1e55,Book 2072,5
Author 13,83ea4119-f5b1-4319-b9e1-7d691488e5ca,Book 2073,2
Author 14,91b0adb6-a4c0-49de-b0fd-ee949e378fac,Book 2074,5
Author 15,43892f01-78a2-4cfd-9c0c-0787b69e8737,Book 2075,4
Author 16,8d26b1d2-eb10-4bcf-9940-37b1ea358726,Book 2076,5
Author 17,8bc9920a-6bfe-4cfa-8763-ac0ae8a2679a,Book 2077,3
Author 18,edddab85-5b1b-4bbc-ab4f-3ec95786dd08,Book 2078,2
Author 19,b61e93b5-fd65-43d6-bc5e-9261c979f253,Book 2079,3
Author 0,d6b800d6-e57d-4093-81d7-6ed697b1e7c1,Book 2080,2
Author 1,12000582-5a74-44d1-9317-67484d8efc03,Book 2081,5
Author 2,9eae0b42-ed40-43f1-a661-c92402ef42a8,Book 2082,3
Author 3,5066db93-517b-45db-9ed6-665f5ab04b4e,Book 2083,4
Author 4,143d6647-e6d6-4c05-84d2-8c581ff882d0,Book 2084,4
Author 5,fa3328d1-675d-47e1-ad0b-cc683e24b397,Book 2085,4
Author 6,5aa34ad0-af87-451d-b3c8-d79ba0828ab8,Book 2086,4
Author 7,194bc26a-e29e-4ae5-91e6-14f08fbca3f1,Book 2087,2
Author 8,4b9fdc77-266d-4111-a9e3-629135515694,Book 2088,3
Author 9,93bddac9-7884-4681-bd7a-04f31b77fd4a,Book 2089,4
Author 10,577e3f91-ccbe-4117-a01d-d598f0ae5a57,Book 2090,1
Author 11,1e51adc6-8772-4296-aac3-7d5b1edf3569,Book 2091,5
Author 12,b67e7f87-1850-492a-8525-6e85777f495b,Book 2092,2
Author 13,e49ba2e7-6648-405c-974f-2ebeb3157d98,Book 2093,2
Author 14,04f7c355-86b1-4b78-ade6-8bb6cbf5f065,Book 2094,3
Author 15,f95923a9-548a-4f68-a796-7bf5c7759dcd,Book 2095,3
Author 16,15aa501b-0be3-4ed9-a135-ada2ba298ee1,Book 2096,3
Author 17,e784aab3-e42e-4e1a-aef3-27cbac437ecd,Book 2097,2
Author 18,d9a596e1-9776-4b11-bf84-bb2fb5f846ae,Book 2098,4
Author 19,a03051dd-a684-47a6-9e7c-0da03b3daf5d,Book 2099,2
Author 0,dd5ae7f1-dcb2-4c72-84ea-4aa874394265,Book 2100,4
Author 1,5a57b40d-ed67-41d5-a93a-f32759861e69,Book 2101,1
Author 2,36a6f1d9-3517-4681-82e7-8109e7ca6a86,Book 2102,5
Author 3,3e6f62e5-828d-48d0-923a-52bb1eb9a735,Book 2103,2
Author 4,8ccde865-7a93-4c41-95fd-70d15c0eecb2,Book 2104,2
Author 5,1101ab21-cb11-489b-bf39-c19904846608,Book 2105,3
Author 6,c2802617-0cb3-449b-8148-1916facb0a4b,Book 2106,3
Author 7,c6f4a0e1-657c-484b-83ea-f91a47b65908,Book 2107,3
Author 8,40fd0171-2b01-41ec-b9dc-df26a34ccc91,Book 2108,5
Author 9,fa1c7257-5831-438e-8dfb-1ab56e0f0f78,Book 2109,1
Author 10,dfeea628-cbf7-4bf1-acec-09e6f213e69d,Book 2110,2
Author 11,7b25525e-dc33-4955-9cf3-57122efd8cf9,Book 2111,2
Author 12,38076ba4-ee61-40cc-bb0b-4640b7af268b,Book 2112,2
Author 13,115c7138-8d92-4131-b106-391321e3e5cf,Book 2113,2
Author 14,ac25755e-9579-42d4-b746-5de5ee49010b,Book 2114,3
Author 15,4869d301-a010-475d-b72b-16855e5267fe,Book 2115,5
Author 16,94905e36-4c8f-439f-8efa-996aeeaff859,Book 2116,1
Author 17,32839a65-8bcb-422d-856c-955e73a9ee1c,Book 2117,4
Author 18,8fc49018-6bde-409e-8d50-6f427b9412da,Book 2118,1
Author 19,3821415e-31ed-415a-ae2b-31bc63990642,Book 2119,2
Author 0,1148d00c-acdc-49b8-98fb-55cf50bf2656,Book 2120,1
Author 1,0979f23b-63f8-4ed4-a7f6-d18c83e67a8b,Book 2121,2
Author 2,56a607cb-345f-42db-bee6-0736bf563592,Book 2122,1
Author 3,192d2c5a-d97c-4af8-89c7-258eed86fa0e,Book 2123,5
Author 4,8bd356a3-583d-4eca-ac60-bc80ad6697dc,Book 2124,1
Author 5,30f704cd-f055-40bc-9a73-9f9a3d840bd4,Book 2125,1
Author 6,de288ea5-e02c-4239-830a-59268cef410b,Book 2126,2
Author 7,53cfe66b-b737-422e-ac35-2ec9b3e6f557,Book 2127,4
Author 8,bc80ba0a-9ce0-4452-b969-3b63cff85e2f,Book 2128,5
Author 9,1a4c56e8-6fc8-41a4-a49d-6e982fd0e460,Book 2129,1
Author 10,ad7525a4-b6e6-4f9f-aee3-7ab13d504f23,Book 2130,4
Author 11,85163141-03c1-48c3-9550-e5246a27e807,Book 2131,2
Author 12,99778b32-3c30-45c8-8fd3-fae5b21732f9,Book 2132,3
Author 13,f908c514-422e-4ef9-80eb-8d014b7aa389,Book 2133,5
Author 14,e603e705-48c2-4b3d-aade-5f6f1e95506c,Book 2134,5
Author 15,71e959c8-a907-4b6c-9d71-ce14b0776679,Book 2135,5
Author 16,ce5d4f92-1c00-42ad-98f8-cbcf3624af2c,Book 2136,2
Author 17,04decf02-0076-4025-a52c-2fe0b99518b3,Book 2137,2
Author 18,259f8efe-a0f2-4641-b720-2c6f1648a890,Book 2138,4
Author 19,3d37f13b-6eca-4d9f-b9e8-77c815f9b6bb,Book 2139,4
Author 0,83cdd632-4f5b-4d3f-8b29-566cfcb1aa33,Book 2140,2
Author 1,2851bfa8-c5b7-492b-9cc4-7727bb0dcf2d,Book 2141,5
Author 2,b27d8baa-6ca4-48a3-b29b-39e8383256b2,Book 2142,2
Author 3,517697b5-cfcb-4788-a2b4-4b93202596bb,Book 2143,1
Author 4,a8b02543-49cd-4daf-8522-8b2a568f9a2f,Book 2144,1
Author 5,7a301f19-4f55-4c93-9ead-d31ae0208dec,Book 2145,1
Author 6,290cbd19-a30b-4def-93f0-044866e1e097,Book 2146,3
Author 7,b45762b5-5f00-4956-adf9-6d1f27c87df0,Book 2147,3
Author 8,e4fa4681-cea7-4db1-aa1e-561b7215481a,Book 2148,2
Author 9,423c912c-41b6-4b11-b849-f179a7faa6b6,Book 2149,5
Author 10,b94c5977-9a77-4852-a1d8-564003ccd5a0,Book 2150,1
Author 11,f48bcfc5-decf-442a-8c9d-3425f3021483,Book 2151,1
Author 12,4bf0ae99-f1b4-4105-9982-aa4069629ee7,Book 2152,2
Author 13,76c85137-0e08-4482-af43-e955dc06741a,Book 2153,3
Author 14,033c6378-ee3b-490a-a68b-014a070f09e6,Book 2154,4
Author 15,a48e2a59-27dd-4bb1-9851-8f9d62887d54,Book 2155,5
Author 16,963d0677-9222-4383-8249-5c6b2c8257b3,Book 2156,3
Author 17,3f957cba-630c-4679-b624-11d9423f8950,Book 2157,4
Author 18,c32ccb08-ef6e-4bde-8098-047bffffe431,Book 2158,2
Author 19,6dcdb2cd-431e-4801-88d2-e45cff5e4afb,Book 2159,4
Author 0,41d943f0-2246-488f-b2e2-086db3fc173c,Book 2160,5
Author 1,fba160df-4c53-486d-9e0e-21161350ed7e,Book 2161,3
Author 2,87c667d3-de0f-466c-b963-d7ebb40f99b6,Book 2162,1
Author 3,92082338-72ab-4a40-82f6-3e049f8de366,Book 2163,3
Author 4,b1468c35-314f-48fa-89f4-84ad2ddf2a4e,Book 2164,1
Author 5,6b0a0d45-329b-43ac-8323-601d1ca95b0e,Book 2165,5
Author 6,d3c132b5-cff6-4062-97f4-c7985455b4a2,Book 2166,3
Author 7,ac962364-e333-41a7-b4d7-bd2b83d38754,Book 2167,4
Author 8,50be1184-a14e-4108-bb3e-5308081589a3,Book 2168,2
Author 9,68ec21c7-152c-4cdf-860c-9d0eea5e8d0d,Book 2169,3
Author 10,8eae9307-b6b6-44b1-ae97-f4462b491ecc,Book 2170,4
Author 11,3e3c18b2-7d05-409a-bcd4-921b433d9d69,Book 2171,2
Author 12,10de9c5c-5e45-4e14-95e9-f9acf0ad7b4c,Book 2172,4
Author 13,15b70707-069e-4654-b59e-57b20172a413,Book 2173,3
Author 14,c2f2ef01-ea3a-4bfd-84a6-f81178dda17c,Book 2174,1
Author 15,b21eb2a0-ee4b-4378-8347-ae69deec9589,Book 2175,2
Author 16,c704dfed-12b8-4dbe-bc55-a81086e0976a,Book 2176,3
Author 17,ef75bd29-3e42-40d1-9a81-7fd64699f5e9,Book 2177,3
Author 18,e30a5c0c-a385-4f43-b993-b313cabc3ceb,Book 2178,4
Author 19,ea212bab-7dd9-4bec-854d-b2e6a2713b29,Book 2179,5
Author 0,3563d0b7-b74a-4f81-ac7c-a1e032806122,Book 2180,5
Author 1,0203d90e-37a0-4fa8-85d4-ec5588720e5a,Book 2181,4
Author 2,fca03d6b-ff21-42c3-8908-6ce497e4af70,Book 2182,5
Author 3,8d29719e-fb37-48a1-837e-9ed9769ed1aa,Book 2183,2
Author 4,ed093e0d-04df-4eed-8e16-6ba02b11601c,Book 2184,3
Author 5,588f6603-592f-4f75-8fbb-acaa22062023,Book 2185,3
Author 6,0a8115cf-accd-4a4a-be6a-1cef0cb35473,Book 2186,1
Author 7,805223df-7a43-4d28-b4c9-d07f88caea7b,Book 2187,2
Author 8,eeee04be-e629-4684-b913-e675e002c32e,Book 2188,2
Author 9,a0f42ccd-1823-4f2e-b906-f74ab7e21680,Book 2189,5
Author 10,69f00186-679c-4d32-b03e-a4d33e6e779b,Book 2190,1
Author 11,9cf8475b-1fe0-4d52-8a26-55846aa63ee1,Book 2191,1
Author 12,91230ef0-9806-4334-9b84-38d6096ee906,Book 2192,1
Author 13,f7752dc7-a1a9-4a77-8eeb-637b29b452d0,Book 2193,4
Author 14,12045eca-bfcf-4050-89ba-c2b380fa2aa1,Book 2194,5
Author 15,f05c178f-4532-48b6-bd57-d20abbf1e150,Book 2195,3
Author 16,7c81b2bb-1c71-4ebd-a618-639f8cd36867,Book 2196,1
Author 17,59a6fc00-e19f-4171-a784-38ce6c0a18c2,Book 2197,2
Author 18,59262b43-8bbf-4ce6-b4d9-8569c97a9720,Book 2198,3
Author 19,660629ff-8c1e-4505-863a-fd92548824e8,Book 2199,1
Author 0,49c3b0ea-22c2-4358-8cee-365303bfeba1,Book 2200,1
Author 1,90e9bffc-2257-46eb-b7b0-0ab579ea16dc,Book 2201,1
Author 2,c8e0b790-307b-4976-af07-d5e331e7c28e,Book 2202,1
Author 3,cbadf83e-33a2-4be9-9fb0-b95221db2b8a,Book 2203,1
Author 4,b721f98d-d6c7-445e-a3ba-4a484ae23094,Book 2204,3
Author 5,f2b502db-6c7b-4684-8526-5716545d7aea,Book 2205,5
Author 6,48523602-8a30-4e3a-9d3d-378a9aff077a,Book 2206,3
Author 7,1d81abbb-8eb3-45a2-95c5-74ca4f0e71ff,Book 2207,1
Author 8,ba53c28e-1a19-4ebd-bee3-d8a78ee3cf16,Book 2208,3
Author 9,30029064-a23f-4891-92d8-375943edf6f9,Book 2209,1
Author 10,6e8f9bfe-c6a5-424a-bf3f-444f1fcd6e1e,Book 2210,1
Author 11,38cefeb9-9ea9-408b-bc10-a1e939e37a08,Book 2211,2
Author 12,68bf3b91-ebaf-4050-a581-992375d3ffa5,Book 2212,2
Author 13,bec9fc78-30e8-4fa8-9d5b-ae1ea4a6cb7b,Book 2213,3
Author 14,122e6b5c-17ca-44ba-91ed-37dc79ef64fc,Book 2214,5
Author 15,a269fcbb-d36c-4ddb-be4d-cc392f0ab1de,Book 2215,4
Author 16,69bcd9f3-64f9-4cf9-a0d5-66e279447286,Book 2216,4
Author 17,be98b798-e1d8-4638-9852-1c47053193b6,Book 2217,5
Author 18,bb19c3b9-10ce-46d9-92a9-faccb2bea32d,Book 2218,1
Author 19,b798be50-fb17-4ae5-ade1-7794f37421d4,Book 2219,1
Author 0,b6b815e5-cbe3-43cb-9deb-bced15f30476,Book 2220,2
Author 1,4a00ae0d-09a6-4276-ab88-ea11e04192ca,Book 2221,4
Author 2,d1c66695-12e0-4ad7-b20a-77b6d3aac781,Book 2222,1
Author 3,080e468f-f005-49e4-a775-f5c62402f257,Book 2223,5
Author 4,b48258cc-8507-441d-87da-a288c66ecf66,Book 2224,2
Author 5,28c517f7-ba9c-44a2-9ed2-5ab19a656c66,Book 2225,3
Author 6,4190216a-ac98-419d-946a-346c0b05782f,Book 2226,2
Author 7,57f019b5-336b-42bb-a7a0-50cf143e9092,Book 2227,4
Author 8,1704a62e-68ff-4e88-967a-d40ba6cf45c3,Book 2228,5
Author 9,83245812-fe20-465e-879f-e01155c2851a,Book 2229,1
Author 10,76eba779-f968-4c99-82f3-4edfd4d180f2,Book 2230,3
Author 11,2fd159c4-bb52-423c-a6f0-67f05ac3e4a4,Book 2231,2
Author 12,b86a2b70-9bb3-4764-855d-7a4c17308173,Book 2232,4
Author 13,21a9a2e6-2925-451a-8780-dfdf1231d608,Book 2233,1
Author 14,8d1fb6e4-93c9-4079-8eee-019f1a18d9a2,Book 2234,3
Author 15,83bb3b56-882b-4a10-85cb-d9d00979a807,Book 2235,2
Author 16,ea1bfcf6-9cce-409c-b379-06520aec0841,Book 2236,2
Author 17,e8ba20bb-36f6-4708-b6e8-6aad3a879264,Book 2237,1
Author 18,bd5bad33-8d6e-41de-a1a9-0b1605cae730,Book 2238,4
Author 19,fb9969a6-e17e-415d-8734-e9fa5c05109f,Book 2239,3
Author 0,654bae58-a7ae-4515-9e2b-a8c38181824e,Book 2240,1
Author 1,071c896a-dfcb-448e-bc39-a969359f8ef1,Book 2241,3
Author 2,2af1c544-437d-485d-9a5c-cc844e51905b,Book 2242,3
Author 3,a76a4424-4f55-4523-bca1-4bbde15b8cfa,Book 2243,5
Author 4,0501a152-f695-49c6-a0bb-585ad44fed15,Book 2244,4
Author 5,729c5b40-7636-4b81-954a-cd3b3923e5d0,Book 2245,4
Author 6,0f5ccff3-4256-491d-aae7-78aa043d4e3b,Book 2246,5
Author 7,cdc6a3f2-7702-4872-8d85-4907f8c5d917,Book 2247,5
Author 8,a6202c82-ece4-4057-9952-6cdefc61bb9c,Book 2248,3
Author 9,5dc90fdc-7c16-47d6-89c6-74eb3d92036d,Book 2249,2
Author 3,43e93d9c-dda1-478a-bc1b-82ed3bb42085,Book 17503,1
Author 4,3aff66d1-0d51-45e4-b8fa-60dd8f26b0de,Book 17504,2
Author 5,fe7019fc-2c5e-4f3d-b6e6-604ea9322609,Book 17505,5
Author 17,e0db5d8d-174f-4821-af3a-a5b16c309713,Book 16997,4
Author 18,855ed1c5-0931-45aa-9461-f39fc605f2fc,Book 16998,1
Author 19,c6b0ef69-81e3-4c49-982f-d386b19bc6a9,Book 16999,1
Author 0,5446a786-7037-4f02-bf27-365388ece297,Book 17000,2
Author 1,4f68e8ab-aa23-4545-85d7-0f26e83f8624,Book 17001,3
Author 2,da7e0c40-82a7-4d18-9756-13894934b053,Book 17002,3
Author 3,4f1548a7-3b62-4b80-9d97-bbba5f977a0a,Book 17003,3
Author 4,5de8d3ce-c271-4b79-82b2-ef56d24e9639,Book 17004,2
Author 5,2a87aba0-82ab-46ee-8654-a786c13a33a9,Book 17005,4
Author 6,3fbe344d-b02b-41b7-babb-cc7ebd04e1da,Book 17006,5
Author 7,cdc0e6d5-cc13-4aea-997d-9d68feb94293,Book 17007,1
Author 8,6ff4262c-5244-41fd-a6d1-e44ca963b5f9,Book 17008,2
Author 9,f239f67f-4a47-48e3-8e7b-01cc6eed6dc5,Book 17009,5
Author 10,b9934a7a-cfc7-4536-a3db-7e1644624903,Book 17010,4
Author 11,b66c458a-66dd-4537-89a9-623441b614ba,Book 17011,3
Author 12,fdf9d65d-f4d2-4191-b0ec-9b37c94e33db,Book 17012,3
Author 13,3c389ec0-b925-4f81-a41e-ec4fa755ce1e,Book 17013,3
Author 14,6d6f94f4-518a-4457-9abe-74c03b08eed9,Book 17014,4
Author 15,9cc00dea-a3a8-427d-baf8-cd7e5fe48bcf,Book 17015,4
Author 16,60a1668b-281c-49f7-9e17-cf57c791b09c,Book 17016,3
Author 17,ffb86bf4-8124-4f05-8975-daafdf6aa9df,Book 17017,4
Author 18,eff8c20b-054d-4d7b-803e-e2a83f090923,Book 17018,3
Author 19,4a0a3217-f055-48e3-8ed9-aa4556d3db99,Book 17019,1
Author 0,3ef0f5d6-ad3d-48a7-b01a-ed6523da5f00,Book 17020,2
Author 1,ba51aebc-57d5-4c8b-8915-fe4c7172c562,Book 17021,5
Author 2,73813889-449d-49d5-9c51-6453b9cc3a50,Book 17022,4
Author 3,f7618331-9e9d-4416-91e0-87349be27e1d,Book 17023,4
Author 4,b293c911-58f0-4379-aeeb-a7013f068d9a,Book 17024,1
Author 5,1053136f-3f47-4d24-84f4-fd1402a4a849,Book 17025,3
Author 6,5eb62162-3a62-47ce-98e3-025820f65e4f,Book 17026,4
Author 7,efd738ef-379d-448a-abaf-6b363b3e257a,Book 17027,1
Author 8,25e4aaa8-8249-4ece-ac4d-0ea78425e2cf,Book 17028,4
Author 9,e0ab63e8-612b-4f98-8eb8-d3c2d0b60343,Book 17029,2
Author 10,e2be62c9-9d60-4df9-8a1a-d774cac2f0fe,Book 17030,3
Author 11,e5452e31-f702-44ed-ba1f-7863a9437758,Book 17031,1
Author 12,ff6553ac-0ade-4a73-b216-611fe527112c,Book 17032,2
Author 13,f690c2ce-e48a-4603-8bee-be16f6645a0d,Book 17033,4
Author 14,802904e0-011e-48da-ab40-a1e7f7601c19,Book 17034,3
Author 15,2a2b8d95-9d7f-4863-a6ea-4581789d7a2e,Book 17035,2
Author 16,d53b9d3d-20e7-4a7e-8823-d8eb97cd5f2d,Book 17036,2
Author 17,65ef4466-4e31-428d-9cb5-ef7e891238ec,Book 17037,4
Author 18,b76630bd-9bb5-46a4-b66c-765a93862a82,Book 17038,3
Author 19,1c8ce29f-8fbc-4e36-90cb-1830388ad183,Book 17039,2
Author 0,7afb648b-e325-4a41-ba61-764178b6aa59,Book 17040,4
Author 1,fe3cb7e1-3f6d-433b-a2cf-1953df4a0bf9,Book 17041,1
Author 2,08e3cb67-84d9-4e71-b24d-39c432dee781,Book 17042,5
Author 3,b11bdc13-8551-42e9-864c-ab269a10ac40,Book 17043,4
Author 4,5bfd1f29-2c8f-4220-8325-46dcf092fbd1,Book 17044,1
Author 5,06bab09e-cebf-4adc-9725-9450c6c18f75,Book 17045,3
Author 6,47a25e1f-1842-40f2-a686-1a10ea2ddfc6,Book 17046,4
Author 7,9ebd646e-8647-4463-9f88-69ad58913512,Book 17047,1
Author 8,08c2b8ca-3d25-4759-8cd0-536d93e0cee1,Book 17048,1
Author 9,3836af93-93ad-4255-8d82-c95052953770,Book 17049,2
Author 10,83b9b6a3-3813-4a9c-858e-44703b69374a,Book 17050,2
Author 11,ee910a7a-c4d9-4ca9-8d41-edf40436b293,Book 17051,1
Author 12,f6a0555f-c475-4a7f-aebe-cf128ea94a2d,Book 17052,5
Author 13,8eab1966-a9f9-41b3-94ed-92f8b35cbe3f,Book 17053,4
Author 14,f12441c9-fb56-44e9-94b0-91c67e9929fc,Book 17054,4
Author 15,82529ff9-bba6-47fa-b225-d06b597a4abb,Book 17055,4
Author 16,8296f7af-dc40-40bb-9bd8-fac03b16d2c3,Book 17056,1
Author 17,47b09234-a8cd-4691-96fb-d642552d5744,Book 17057,5
Author 18,caef1088-0732-48d9-bdd6-f2321da7b274,Book 17058,2
Author 19,0e409396-04f0-4685-8e94-cb69369d6437,Book 17059,4
Author 0,ca624770-e9e0-47a2-a42f-47159c866f93,Book 17060,5
Author 1,598b6ff1-b47b-4644-90cf-44e547d261e2,Book 17061,4
Author 2,7ab1c91d-7eb3-478a-b41c-e10f1c1c027a,Book 17062,3
Author 3,066453a4-dcb1-4a80-a5e9-cf3d8a164d38,Book 17063,1
Author 4,2eb699e6-fd01-482b-9fe2-bee206a8d613,Book 17064,2
Author 5,4b268f14-3bbe-4f49-a1ff-6d6fa9dff7c3,Book 17065,4
Author 6,d4b80ca7-fbad-43b9-89af-d1b65a25637f,Book 17066,2
Author 7,b807a2a5-ac7a-49c2-a4c9-f518abeb129f,Book 17067,5
Author 8,b4f714fb-64d5-4ce7-bfd8-ba9cfed900cb,Book 17068,4
Author 9,75358924-2ed1-4b41-8e7e-8dfd3698dbe2,Book 17069,5
Author 10,636b0942-872c-4854-85d2-0f63608d10d4,Book 17070,5
Author 3,583c6136-8398-499b-8fde-379eb1c9b704,Book 18583,4
Author 4,c7f3a174-a285-4421-a351-836fe6018b2c,Book 18584,5
Author 5,a629da5c-f3c9-4abc-9aee-b162e98810e7,Book 18585,2
Author 6,132cc809-78da-4c84-82bf-3ab9a0e3bdff,Book 18586,4
Author 7,0030f9a9-80ed-4923-82de-5ad762d85324,Book 18587,5
Author 8,88946976-0f42-4228-9cb3-e0058e316cab,Book 18588,5
Author 9,85f9c929-58ea-4e20-81d7-82a548b803eb,Book 18589,5
Author 10,871e7443-86b1-4db8-930a-f39a7ed394d9,Book 18590,3
Author 11,e1be8b5c-12fb-4951-9a71-cb8798a710b2,Book 18591,2
Author 12,dd915e5c-6200-44ca-be47-c25a88bfc08f,Book 18592,1
Author 13,fa71e809-8d2e-455a-8d43-1ce643bbfb81,Book 18593,1
Author 14,06116cc1-a82b-4e01-be88-bdbf9a2a9055,Book 18594,3
Author 15,cd51528c-03f6-453e-a269-1c89590d1f45,Book 18595,1
Author 16,c11185fb-8963-4efa-8bfc-7bb6bbb79106,Book 18596,3
Author 17,d2c39cfc-9c79-46f4-bf08-d7294ca6899c,Book 18597,2
Author 18,eb38792c-4b4f-4edd-b908-b859cb797a1d,Book 18598,2
Author 19,d70e8fd3-b033-4577-9af9-3329d35c4a33,Book 18599,2
Author 0,3f2f9a85-9d64-4a0e-b6af-9b05edc9af46,Book 18600,2
Author 1,f6800ee7-3815-430e-9e30-e4ea22a3413f,Book 18601,3
Author 2,5933d4d3-eeac-443c-acc2-0372417b90ee,Book 18602,5
Author 3,d72ada09-c6b3-42eb-b442-d8045eb7ee2e,Book 18603,2
Author 4,d1a1c6e7-dd4c-49f3-9f7f-a1b6c1fc3432,Book 18604,1
Author 5,2d9c2c54-8fbc-4b55-bc44-4e0710df8bca,Book 18605,1
Author 6,64c9d247-362b-4e12-93ef-f1cc9e4ea1bf,Book 18606,3
Author 7,da0dddbb-9d26-47c1-88c0-0a4e6e972168,Book 18607,5
Author 8,933a4f9f-3d26-4423-ae3c-6d0b33aebd26,Book 18608,1
Author 9,2f747918-99b0-4d39-8aa1-109f82765ed3,Book 18609,1
Author 10,07f655ce-d110-4938-b97b-954482a12b00,Book 18610,5
Author 11,226c3f04-d380-4f26-993d-eb0d898ad04e,Book 18611,2
Author 12,28fccbf4-af07-4d3d-9c25-74f0c5eeab81,Book 18612,4
